promedio_notas,asistencia_pct,nivel_socioeconomico,horas_trabajo_semanal,distancia_universidad_km,riesgo_academico,carga_estres,dificultad_traslado,desercion,carga_estres_norm
13.0,100.0,Bajo,47.0,1.0,Bajo,0.0,0,0,0.0
12.3,60.6,Medio,42.0,17.64,Bajo,16.548,1,0,0.4754625905068383
12.5,41.9,Alto,36.0,1.0,Bajo,20.916,0,0,0.6009654062751408
12.5,81.8,Medio,38.0,19.17,Bajo,6.916000000000001,1,0,0.19871279163314567
15.4,78.3,Medio,38.0,5.13,Bajo,8.246000000000002,0,0,0.23692679002413525
8.4,71.6,Bajo,27.0,2.34,Bajo,7.668000000000002,0,0,0.2203195035053443
6.9,76.3,Medio,39.0,6.29,Bajo,9.243,0,0,0.2655729226525687
13.7,74.1,Alto,11.0,22.08,Bajo,2.849000000000001,1,0,0.08185840707964606
10.1,62.5,Bajo,15.0,1.0,Alto,5.625,0,1,0.16161935409723022
18.6,100.0,Alto,45.0,9.35,Bajo,0.0,0,0,0.0
12.5,71.7,Bajo,23.0,3.74,Bajo,6.5089999999999995,0,0,0.1870187334789105
13.8,100.0,Bajo,18.0,17.66,Bajo,0.0,1,0,0.0
18.1,71.3,Medio,23.0,9.71,Bajo,6.601,0,0,0.18966210780370074
8.1,83.5,Bajo,41.0,10.95,Bajo,6.765,0,0,0.19437420986093554
14.0,70.6,Medio,42.0,1.0,Bajo,12.348000000000003,0,0,0.35478680611423985
10.9,83.5,Alto,10.0,10.9,Bajo,1.65,0,0,0.047408343868520865
6.8,70.5,Medio,18.0,25.5,Bajo,5.31,1,0,0.1525686702677853
7.7,64.9,Bajo,21.0,23.59,Alto,7.370999999999999,1,1,0.21178600160901045
13.4,52.9,Alto,26.0,4.07,Bajo,12.246000000000002,0,0,0.35185610849327675
14.6,61.2,Bajo,12.0,5.5,Bajo,4.656,0,0,0.1337777266980807
14.3,78.9,Alto,13.0,3.75,Bajo,2.7429999999999994,0,0,0.07881278014021376
15.4,62.0,Bajo,31.0,8.49,Bajo,11.78,0,0,0.33846684289162166
14.6,98.7,Medio,24.0,1.0,Bajo,0.31199999999999933,0,0,0.008964486840593018
12.2,51.9,Bajo,30.0,10.51,Bajo,14.43,0,0,0.41460751637742793
8.1,80.4,Alto,22.0,17.38,Bajo,4.3119999999999985,1,0,0.12389380530973448
18.7,89.2,Bajo,13.0,35.53,Bajo,1.4039999999999997,1,0,0.04034019078266866
10.8,65.5,Medio,42.0,2.81,Alto,14.49,0,0,0.41633145615446504
20.0,61.4,Alto,1.0,1.0,Bajo,0.386,0,0,0.011090679232272154
5.4,73.0,Alto,16.0,1.05,Bajo,4.32,0,0,0.12412366394667282
16.8,86.4,Alto,33.0,21.42,Bajo,4.487999999999999,1,0,0.1289506953223767
12.4,83.2,Alto,4.0,13.77,Bajo,0.6719999999999999,0,0,0.019308125502815767
17.2,93.4,Medio,16.0,22.96,Bajo,1.0559999999999992,1,0,0.03034134007585333
15.6,73.7,Medio,2.0,16.3,Bajo,0.5259999999999999,1,0,0.015113205378692103
8.2,48.2,Medio,20.0,9.65,Alto,10.36,0,0,0.29766693483507645
11.2,68.2,Medio,41.0,16.96,Bajo,13.038,1,0,0.3746121135501667
14.0,48.5,Bajo,4.0,8.34,Bajo,2.06,0,0,0.05918859901160787
9.1,80.2,Medio,35.0,33.26,Bajo,6.929999999999999,1,0,0.19911504424778761
8.9,54.2,Bajo,30.0,6.24,Alto,13.74,0,1,0.394782208941501
11.4,48.8,Bajo,4.0,6.91,Bajo,2.048,0,0,0.05884381105620044
14.8,81.1,Bajo,6.0,11.47,Bajo,1.1340000000000003,0,0,0.032582461786001625
14.1,75.8,Alto,0.0,4.7,Bajo,0.0,0,0,0.0
5.3,77.2,Alto,9.0,2.64,Bajo,2.052,0,0,0.05895874037466959
7.7,97.3,Bajo,18.0,2.39,Bajo,0.4860000000000005,0,0,0.013963912194000705
18.5,89.9,Medio,17.0,1.0,Bajo,1.716999999999999,0,0,0.04933340995287896
13.4,60.6,Medio,20.0,7.1,Bajo,7.88,0,0,0.22641075738420874
16.1,100.0,Medio,41.0,10.13,Bajo,0.0,0,0,0.0
12.5,83.1,Alto,16.0,1.0,Bajo,2.704000000000001,0,0,0.07769221928513968
10.6,100.0,Alto,45.0,3.36,Bajo,0.0,0,0,0.0
12.6,85.8,Medio,36.0,19.08,Bajo,5.112000000000001,1,0,0.14687966900356286
6.4,47.3,Medio,9.0,4.41,Alto,4.743,0,0,0.13627743937478454
14.0,67.1,Alto,10.0,2.57,Bajo,3.2900000000000005,0,0,0.09452936444086889
17.7,82.2,Bajo,42.0,19.18,Bajo,7.475999999999999,1,0,0.21480289621882542
14.5,65.2,Medio,46.0,10.63,Bajo,16.008,0,0,0.4599471325135042
9.7,88.6,Alto,16.0,2.8,Bajo,1.824000000000001,0,0,0.052407769221928545
15.0,87.6,Bajo,39.0,43.67,Bajo,4.836000000000002,1,0,0.13894954602919213
10.8,58.8,Medio,43.0,4.3,Alto,17.716,0,1,0.5090219514998277
13.8,76.1,Alto,21.0,9.97,Bajo,5.019000000000001,0,0,0.14420756234915533
13.3,99.8,Medio,23.0,5.79,Bajo,0.04600000000000065,0,0,0.001321687162395146
12.2,43.9,Alto,22.0,5.35,Bajo,12.342,0,0,0.3546144121365361
12.2,56.9,Bajo,10.0,8.99,Bajo,4.31,0,0,0.12383634065049995
8.3,68.5,Bajo,23.0,3.09,Alto,7.245,0,1,0.20816572807723252
13.5,71.2,Medio,1.0,1.0,Bajo,0.288,0,0,0.008274910929778187
14.8,100.0,Medio,30.0,17.44,Bajo,0.0,1,0,0.0
7.7,78.9,Bajo,5.0,1.34,Bajo,1.0549999999999997,0,0,0.03031260774623606
14.2,64.8,Medio,15.0,8.24,Bajo,5.28,0,0,0.15170670037926678
8.1,42.1,Bajo,37.0,1.0,Alto,21.423,0,1,0.6155326973911045
5.9,86.2,Bajo,9.0,19.57,Bajo,1.2419999999999998,1,0,0.035685553384668424
5.7,76.4,Bajo,37.0,16.17,Bajo,8.731999999999998,1,1,0.2508907022181358
5.2,80.1,Alto,31.0,1.0,Bajo,6.169000000000002,0,0,0.17724974140903352
14.6,73.2,Medio,0.0,4.92,Bajo,0.0,0,0,0.0
16.8,61.9,Medio,45.0,2.44,Bajo,17.145,0,0,0.4926157912883577
12.7,64.9,Bajo,16.0,5.87,Bajo,5.615999999999999,0,0,0.16136076313067463
13.4,89.6,Medio,18.0,16.0,Bajo,1.872000000000001,1,0,0.05378692104355825
17.2,78.6,Medio,19.0,3.27,Bajo,4.066000000000002,0,0,0.11682565222388237
14.0,68.1,Bajo,21.0,7.03,Bajo,6.699000000000001,0,0,0.19247787610619474
11.5,89.1,Medio,40.0,12.32,Bajo,4.360000000000002,0,0,0.1252729571313643
9.5,80.2,Medio,12.0,4.48,Bajo,2.3759999999999994,0,0,0.06826801517067003
9.1,95.8,Medio,41.0,32.11,Bajo,1.722000000000001,1,0,0.04947707160096544
16.0,93.2,Bajo,35.0,2.05,Bajo,2.379999999999999,0,0,0.06838294448913916
15.2,91.6,Medio,38.0,2.57,Bajo,3.192000000000002,0,0,0.09171359613837497
9.8,81.9,Alto,7.0,8.4,Bajo,1.2669999999999997,0,0,0.03640386162510056
17.0,80.3,Medio,43.0,8.3,Bajo,8.471000000000002,0,0,0.24339156418802446
11.7,67.4,Medio,34.0,13.41,Bajo,11.083999999999998,0,0,0.318469141477991
13.6,87.3,Bajo,35.0,9.09,Bajo,4.445000000000001,0,0,0.12771520514883353
10.3,92.1,Medio,2.0,11.27,Bajo,0.1580000000000001,0,0,0.004539708079531093
15.5,91.7,Medio,28.0,5.82,Bajo,2.3239999999999994,0,0,0.06677393403057119
10.3,82.7,Medio,42.0,7.79,Bajo,7.265999999999999,0,0,0.2087691069991955
17.7,67.6,Medio,4.0,1.12,Bajo,1.2960000000000003,0,0,0.03723709918400185
12.1,100.0,Bajo,21.0,25.4,Bajo,0.0,1,0,0.0
6.6,81.4,Bajo,5.0,1.0,Bajo,0.9299999999999997,0,0,0.026721066544075387
8.8,79.0,Bajo,22.0,1.0,Bajo,4.62,0,0,0.13274336283185842
11.1,85.3,Bajo,13.0,1.46,Bajo,1.9110000000000003,0,0,0.05490748189863236
16.3,83.5,Medio,1.0,14.51,Bajo,0.165,0,0,0.004740834386852087
15.4,45.2,Bajo,47.0,6.94,Bajo,25.756,0,0,0.740029881622802
12.2,60.9,Bajo,38.0,7.84,Bajo,14.857999999999999,0,0,0.42690495345362606
16.5,50.8,Bajo,23.0,40.68,Bajo,11.316,1,0,0.3251350419492013
14.8,83.3,Medio,17.0,13.52,Bajo,2.8390000000000004,0,0,0.08157108378347319
12.5,88.1,Medio,10.0,6.76,Bajo,1.1900000000000006,0,0,0.03419147224456961
7.2,64.2,Medio,6.0,35.73,Alto,2.1479999999999997,1,0,0.06171704401792897
11.5,84.9,Medio,18.0,2.53,Bajo,2.717999999999999,0,0,0.07809447189978162
13.3,83.2,Bajo,14.0,2.0,Bajo,2.3519999999999994,0,0,0.06757843925985518
12.4,59.1,Bajo,3.0,10.14,Bajo,1.2269999999999999,0,0,0.03525456844040915
11.7,74.9,Bajo,22.0,1.24,Bajo,5.5219999999999985,0,0,0.15865992414664978
8.5,55.5,Bajo,7.0,6.16,Alto,3.115,0,1,0.08950120675784394
8.7,89.8,Bajo,0.0,8.88,Bajo,0.0,0,0,0.0
12.5,52.6,Bajo,33.0,2.03,Bajo,15.642000000000001,0,0,0.4494310998735778
19.4,75.6,Medio,24.0,1.0,Bajo,5.856000000000002,0,0,0.1682565222388232
7.2,55.5,Alto,31.0,12.54,Alto,13.795,0,0,0.39636248707045174
15.0,62.9,Bajo,7.0,1.94,Bajo,2.597,0,0,0.07461786001609011
11.9,93.8,Medio,9.0,18.03,Bajo,0.5580000000000003,1,0,0.016032639926445245
17.8,82.5,Medio,46.0,4.44,Bajo,8.05,0,0,0.23129525341914728
20.0,72.8,Medio,43.0,5.32,Bajo,11.696000000000002,0,0,0.3360533272037698
12.5,77.3,Medio,32.0,4.98,Bajo,7.264000000000001,0,0,0.20871164233996098
14.9,69.2,Medio,32.0,1.0,Bajo,9.856,0,0,0.28318584070796465
13.7,89.7,Alto,4.0,15.28,Bajo,0.41199999999999987,1,0,0.01183771980232157
15.2,82.9,Medio,18.0,1.0,Bajo,3.077999999999999,0,0,0.08843811056200435
14.4,44.5,Alto,22.0,10.07,Bajo,12.21,0,0,0.35082174462705445
6.8,58.2,Medio,38.0,4.43,Alto,15.883999999999999,0,1,0.4563843236409608
8.3,83.1,Bajo,35.0,2.61,Bajo,5.915000000000003,0,0,0.16995172968624306
15.8,76.7,Medio,25.0,1.0,Bajo,5.824999999999999,0,0,0.16736582002068728
7.0,100.0,Alto,4.0,17.53,Bajo,0.0,1,0,0.0
8.4,51.3,Medio,34.0,4.62,Alto,16.558000000000003,0,1,0.4757499138030113
12.3,51.9,Bajo,0.0,11.68,Bajo,0.0,0,0,0.0
8.3,70.8,Bajo,21.0,3.07,Bajo,6.132000000000001,0,0,0.1761866452131939
17.3,81.6,Bajo,20.0,2.99,Bajo,3.680000000000001,0,0,0.10573497299161021
12.3,54.0,Bajo,16.0,9.38,Bajo,7.36,0,0,0.21146994598322036
13.1,69.3,Alto,21.0,1.92,Bajo,6.447,0,0,0.18523732904263882
12.4,78.8,Medio,28.0,35.88,Bajo,5.936000000000002,1,0,0.17055510860820602
10.0,61.4,Medio,38.0,1.97,Alto,14.668,0,0,0.4214458108263418
13.8,73.1,Medio,14.0,14.2,Bajo,3.766000000000001,0,0,0.10820595333869674
10.5,90.3,Medio,3.0,10.1,Bajo,0.2910000000000001,0,0,0.008361107918630047
13.2,47.8,Medio,1.0,4.11,Bajo,0.522,0,0,0.014998276060222965
9.7,94.1,Medio,3.0,11.69,Bajo,0.17700000000000016,0,0,0.005085622342259516
13.2,76.4,Alto,24.0,4.56,Bajo,5.663999999999999,0,0,0.16273991495230433
11.3,66.3,Medio,40.0,6.5,Bajo,13.48,0,0,0.38731180324100684
17.3,63.7,Bajo,33.0,31.15,Bajo,11.979,1,0,0.34418457648546147
18.8,64.3,Alto,33.0,26.04,Bajo,11.781,1,0,0.338495575221239
8.7,71.8,Bajo,8.0,10.75,Bajo,2.2560000000000002,0,0,0.0648201356165958
12.3,74.7,Medio,39.0,19.21,Bajo,9.866999999999999,1,0,0.2835018963337548
14.2,40.1,Bajo,30.0,1.0,Bajo,17.97,0,0,0.5163199632226181
15.5,79.9,Bajo,8.0,16.94,Bajo,1.6079999999999997,1,1,0.04620158602459487
9.7,70.4,Medio,16.0,1.0,Bajo,4.735999999999999,0,0,0.13607631306746348
12.3,96.0,Bajo,37.0,3.44,Bajo,1.48,0,0,0.04252384783358235
12.2,98.2,Bajo,15.0,4.67,Bajo,0.2699999999999996,0,0,0.007757728996667038
14.7,89.5,Alto,32.0,1.0,Bajo,3.36,0,0,0.09654062751407885
9.8,55.5,Medio,19.0,1.7,Alto,8.455,0,0,0.24293184691414782
8.6,44.8,Bajo,47.0,1.75,Alto,25.944000000000003,0,1,0.7454315595908518
10.1,88.8,Medio,12.0,13.53,Bajo,1.3440000000000003,0,0,0.03861625100563155
10.3,47.2,Bajo,25.0,50.0,Alto,13.2,1,1,0.3792667509481669
11.8,43.0,Bajo,17.0,9.61,Bajo,9.69,0,0,0.27841627399149527
9.4,79.5,Bajo,16.0,50.0,Bajo,3.28,1,0,0.09424204114469602
11.4,60.1,Alto,10.0,5.47,Bajo,3.99,0,0,0.11464199517296865
11.5,70.4,Medio,20.0,11.3,Bajo,5.919999999999999,0,0,0.17009539133432938
16.0,100.0,Bajo,40.0,5.44,Bajo,0.0,0,0,0.0
8.9,65.5,Bajo,22.0,10.2,Alto,7.59,0,0,0.21807838179519598
13.5,75.9,Bajo,40.0,6.08,Bajo,9.639999999999997,0,0,0.2769796575106309
13.4,56.4,Alto,40.0,1.15,Bajo,17.44,0,0,0.501091828525457
11.0,80.0,Alto,15.0,8.31,Bajo,3.0,0,0,0.08619698885185612
18.8,63.0,Alto,21.0,9.96,Bajo,7.77,0,0,0.22325020112630733
15.4,76.2,Medio,30.0,2.2,Bajo,7.139999999999999,0,0,0.20514883346741752
16.3,100.0,Medio,46.0,26.35,Bajo,0.0,1,0,0.0
9.1,53.3,Bajo,9.0,1.75,Alto,4.203,0,0,0.12076198138145043
19.4,86.6,Bajo,22.0,22.38,Bajo,2.9480000000000013,1,1,0.08470290771175731
16.9,51.3,Medio,17.0,35.33,Bajo,8.279000000000002,1,0,0.23787495690150565
16.0,78.8,Bajo,1.0,4.28,Bajo,0.21200000000000002,0,0,0.0060912538788645
13.1,91.0,Medio,33.0,9.86,Bajo,2.97,0,0,0.08533501896333756
13.6,74.3,Alto,4.0,13.01,Bajo,1.028,0,0,0.029536834846569365
10.5,100.0,Alto,36.0,4.0,Bajo,0.0,0,0,0.0
14.1,83.0,Bajo,23.0,4.73,Bajo,1.53,0,0,0.04396046431444662
9.1,72.6,Medio,13.0,1.98,Bajo,3.5620000000000003,0,0,0.10234455809677051
8.0,69.5,Medio,32.0,12.56,Alto,9.76,0,0,0.28042753706470525
13.7,76.4,Alto,6.0,2.91,Bajo,1.4159999999999997,0,0,0.04068497873807608
6.6,41.0,Medio,40.0,3.65,Alto,23.6,0,1,0.6780829789679348
13.8,43.2,Bajo,0.0,2.31,Bajo,0.0,0,0,0.0
8.2,67.6,Bajo,26.0,1.0,Alto,8.424000000000001,0,1,0.242041144696012
17.2,88.2,Alto,9.0,4.18,Bajo,1.0619999999999998,0,0,0.030513734053557062
11.5,100.0,Medio,17.0,11.41,Bajo,0.0,0,0,0.0
12.7,61.6,Bajo,43.0,12.72,Bajo,16.512,0,0,0.47442822664061607
7.4,60.0,Bajo,34.0,23.63,Alto,13.6,1,1,0.39075968279508105
6.3,76.1,Bajo,23.0,1.0,Bajo,9.560000000000002,0,0,0.27468107114124823
9.9,58.9,Medio,12.0,1.58,Alto,4.932,0,0,0.14170784967245148
4.3,84.7,Alto,10.0,2.66,Bajo,1.5299999999999998,0,0,0.04396046431444661
7.5,73.9,Medio,1.0,4.77,Bajo,0.26099999999999995,0,0,0.007499138030111481
12.1,64.8,Alto,18.0,15.09,Bajo,6.336,1,0,0.18204804045512013
11.7,59.1,Medio,25.0,19.02,Bajo,10.225,1,0,0.2937880703367429
15.2,56.8,Medio,42.0,1.0,Bajo,18.144000000000002,0,0,0.5213193885760259
9.2,59.4,Alto,10.0,21.62,Alto,4.06,1,1,0.1166532582461786
9.9,100.0,Medio,28.0,11.77,Bajo,0.0,0,0,0.0
12.0,81.0,Bajo,15.0,17.64,Bajo,2.85,1,0,0.08188713940926332
16.9,67.8,Alto,25.0,6.01,Bajo,8.05,0,0,0.23129525341914728
19.7,66.7,Bajo,26.0,3.55,Bajo,8.658,0,0,0.24876450982645673
6.4,57.8,Bajo,15.0,1.0,Alto,6.33,0,0,0.18187564647741641
13.7,85.9,Medio,42.0,1.0,Bajo,5.921999999999998,0,0,0.17015285599356392
12.2,46.0,Medio,18.0,14.6,Bajo,9.72,0,0,0.2792782438800138
16.4,54.3,Bajo,25.0,34.16,Bajo,11.425,1,0,0.3282668658774854
15.2,93.8,Bajo,32.0,20.01,Bajo,1.9840000000000009,1,0,0.05700494196069421
11.2,87.2,Medio,4.0,8.9,Bajo,0.5119999999999999,0,0,0.014710952764050107
11.6,63.2,Bajo,12.0,5.55,Bajo,4.4159999999999995,0,0,0.1268819675899322
6.3,67.9,Medio,36.0,19.47,Alto,11.556,1,1,0.3320308010573497
13.7,76.3,Alto,44.0,5.57,Bajo,10.428000000000003,0,0,0.2996207332490519
20.0,46.3,Bajo,46.0,22.13,Bajo,24.702,1,1,0.7097460062061833
17.2,68.5,Bajo,29.0,1.0,Bajo,9.135,0,0,0.26246983105390187
13.6,60.3,Bajo,37.0,9.23,Bajo,14.689,0,0,0.42204918974830485
13.2,62.8,Medio,8.0,35.41,Bajo,2.9760000000000004,1,0,0.08550741294104128
16.3,77.1,Medio,33.0,5.83,Bajo,7.557000000000001,0,0,0.2171302149178256
8.3,88.9,Medio,38.0,4.16,Bajo,4.217999999999998,0,0,0.12119296632570965
12.9,53.2,Alto,34.0,1.0,Bajo,15.911999999999999,0,0,0.4571888288702448
15.8,67.4,Medio,20.0,24.24,Bajo,6.519999999999999,1,0,0.18733478910470058
17.9,72.0,Bajo,26.0,1.82,Bajo,7.28,0,0,0.2091713596138375
14.5,80.4,Medio,27.0,7.58,Bajo,5.291999999999998,0,0,0.15205148833467413
7.0,52.7,Medio,29.0,42.2,Alto,13.716999999999999,1,1,0.3941213653603034
9.9,99.7,Medio,20.0,1.14,Bajo,0.05999999999999943,0,0,0.001723939777037106
12.9,86.5,Alto,33.0,3.1,Bajo,4.455,0,0,0.12800252844500634
10.4,78.0,Bajo,22.0,1.0,Bajo,4.84,0,0,0.1390644753476612
13.3,81.0,Alto,3.0,1.5,Bajo,0.57,0,0,0.01637742788185266
12.6,85.8,Alto,13.0,2.46,Bajo,1.8460000000000003,0,0,0.053039880473508806
15.7,74.8,Bajo,30.0,20.29,Bajo,7.560000000000001,1,1,0.21721641190667745
11.0,63.3,Medio,35.0,36.46,Bajo,12.845,1,0,0.36906677393403065
7.1,87.7,Medio,34.0,8.4,Bajo,4.1819999999999995,0,0,0.12015860245948741
10.5,60.6,Medio,35.0,5.07,Alto,13.79,0,0,0.39621882542236525
8.8,69.0,Bajo,23.0,5.35,Alto,7.13,0,1,0.2048615101712447
14.4,73.4,Alto,33.0,6.14,Bajo,8.777999999999999,0,0,0.252212389380531
6.3,53.5,Medio,23.0,5.95,Alto,10.695,0,0,0.3072922652568671
16.5,51.4,Medio,32.0,5.35,Bajo,15.552,0,0,0.4468451902080221
16.5,75.8,Bajo,12.0,1.0,Bajo,2.9040000000000004,0,0,0.08343868520859674
17.4,55.7,Alto,28.0,31.53,Bajo,12.403999999999998,1,0,0.3563958165728077
17.3,81.8,Alto,9.0,10.89,Bajo,1.6380000000000001,0,0,0.047063555913113446
7.9,82.1,Alto,28.0,1.16,Bajo,5.012000000000001,0,0,0.14400643604183433
6.2,55.7,Medio,41.0,21.19,Alto,18.163,1,1,0.5218653028387542
15.9,62.8,Alto,7.0,1.91,Bajo,2.6040000000000005,0,0,0.07481898632341112
11.1,66.7,Bajo,29.0,10.08,Bajo,9.657,0,0,0.27746810711412484
12.9,79.3,Bajo,32.0,1.17,Bajo,6.6240000000000006,0,0,0.19032295138489833
8.6,100.0,Medio,0.0,1.0,Bajo,0.0,0,0,0.0
17.6,69.1,Bajo,9.0,8.66,Bajo,2.781,0,0,0.07990460866567063
13.4,73.6,Medio,31.0,9.48,Bajo,8.184000000000003,0,0,0.23514538558786358
11.3,54.5,Bajo,20.0,7.33,Bajo,9.1,0,0,0.2614641995172969
14.3,85.7,Bajo,36.0,17.07,Bajo,5.148,1,1,0.14791403286978508
9.0,76.5,Bajo,36.0,1.0,Bajo,8.46,0,0,0.24307550856223428
14.7,77.9,Bajo,18.0,5.24,Bajo,3.977999999999999,0,0,0.11429720721756118
9.4,65.7,Medio,14.0,9.37,Alto,4.802,0,0,0.13797264682220434
11.8,77.5,Bajo,23.0,7.6,Bajo,5.175,0,0,0.1486898057694518
8.9,66.6,Medio,30.0,10.85,Alto,10.020000000000003,0,0,0.28789794276519953
18.6,74.4,Medio,7.0,17.78,Bajo,1.7919999999999996,1,0,0.05148833467417538
8.5,78.7,Alto,23.0,1.14,Bajo,1.4909999999999997,0,0,0.04283990345937248
10.6,38.1,Bajo,42.0,14.45,Alto,25.997999999999998,0,1,0.7469831053901851
12.9,94.8,Medio,36.0,1.0,Bajo,1.872000000000001,0,0,0.05378692104355825
11.2,79.2,Medio,25.0,1.52,Bajo,5.199999999999999,0,0,0.1494081140098839
12.6,79.6,Alto,1.0,2.59,Bajo,0.20400000000000007,0,0,0.005861395241926218
11.0,78.7,Bajo,12.0,5.58,Bajo,2.5559999999999996,0,0,0.0734398345017814
14.6,73.3,Medio,45.0,8.29,Bajo,12.015000000000002,0,0,0.3452189403516838
10.5,65.9,Bajo,17.0,2.07,Alto,5.797,0,1,0.1665613147914033
16.2,67.0,Medio,17.0,13.84,Bajo,5.61,0,0,0.16118836915297094
17.3,68.2,Bajo,2.0,5.98,Bajo,0.6359999999999999,0,0,0.018273761636593493
9.8,82.7,Bajo,23.0,4.66,Bajo,3.978999999999999,0,0,0.11432593954717847
14.1,86.8,Medio,47.0,4.11,Bajo,6.204000000000001,0,0,0.17825537294563848
9.8,86.2,Bajo,14.0,5.66,Bajo,1.9319999999999995,0,0,0.05551086082059532
17.8,71.7,Bajo,9.0,16.79,Bajo,2.5469999999999997,1,0,0.07318124353522584
13.1,73.6,Bajo,4.0,2.59,Bajo,1.0560000000000003,0,0,0.030341340075853363
7.1,73.1,Medio,25.0,12.44,Bajo,6.725000000000001,0,0,0.19322491667624417
17.4,88.5,Medio,40.0,9.26,Bajo,4.6,0,0,0.1321687162395127
12.9,83.5,Bajo,7.0,5.65,Bajo,1.155,0,0,0.033185840707964605
11.0,100.0,Bajo,19.0,33.32,Bajo,0.0,1,0,0.0
4.1,70.4,Bajo,29.0,11.0,Bajo,8.583999999999998,0,0,0.24663831743477757
6.2,87.9,Bajo,33.0,5.24,Bajo,3.9929999999999986,0,0,0.11472819216182045
15.3,83.3,Bajo,32.0,2.29,Bajo,5.344000000000001,0,0,0.15354556947477307
8.6,69.4,Bajo,31.0,11.06,Alto,9.485999999999997,0,1,0.27255487874956896
7.4,69.0,Bajo,10.0,1.0,Alto,3.1,0,0,0.08907022181358466
